Date,Open,High,Low,Close,Adj Close,Volume
2005-04-06,1965.180054,1970.250000,1954.310059,1962.380005,1961.875488,0
2005-04-07,1962.380005,1962.380005,1907.209961,1914.219971,1913.727905,0
2005-04-08,1915.650024,1915.650024,1899.310059,1906.689941,1906.199829,0
2005-04-11,1909.170044,1910.520020,1896.719971,1896.719971,1896.232422,0
2005-04-12,1896.719971,1929.069946,1895.729980,1927.819946,1927.324341,0
2005-04-13,1927.819946,1929.689941,1913.140015,1916.579956,1916.087280,0
2005-04-14,1919.800049,1923.189941,1885.900024,1887.469971,1886.984741,0
2005-04-15,1880.780029,1884.680054,1864.010010,1864.060059,1863.580811,0
2005-04-18,1860.380005,1860.380005,1817.010010,1818.869995,1818.402466,0
2005-04-19,1818.599976,1837.949951,1818.599976,1834.060059,1833.588623,0
2005-04-20,1838.430054,1862.290039,1838.430054,1854.969971,1854.493164,0
2005-04-21,1852.410034,1852.959961,1838.589966,1841.939941,1841.466431,0
2005-04-22,1856.880005,1875.439941,1856.880005,1868.130005,1867.649780,0
2005-04-25,1869.979980,1872.689941,1851.239990,1860.560059,1860.081787,0
2005-04-26,1860.390015,1867.349976,1852.060059,1858.140015,1857.662354,0
2005-04-27,1856.170044,1861.170044,1823.910034,1830.319946,1829.849365,0
2005-04-28,1829.989990,1838.160034,1818.560059,1838.160034,1837.687500,0
2005-04-29,1837.319946,1854.630005,1831.349976,1854.630005,1854.153198,0
2005-05-03,1862.550049,1883.239990,1862.550049,1865.109985,1864.630493,0
2005-05-04,1864.560059,1866.170044,1858.219971,1866.170044,1865.690308,0
2005-05-05,1871.400024,1894.099976,1870.880005,1893.199951,1892.713257,0
2005-05-06,1896.910034,1913.770020,1895.969971,1913.770020,1913.278076,0
2005-05-09,1915.229980,1946.770020,1913.630005,1946.770020,1946.269531,0
2005-05-10,1947.170044,1950.479980,1919.020020,1931.540039,1931.043457,0
2005-05-11,1929.800049,1929.800049,1917.140015,1921.329956,1920.836060,0
2005-05-12,1921.709961,1923.050049,1910.729980,1911.750000,1911.258545,0
2005-05-13,1910.170044,1910.170044,1880.780029,1882.390015,1881.906128,0
2005-05-16,1882.930054,1882.930054,1859.310059,1862.589966,1862.111084,0
2005-05-17,1862.810059,1876.949951,1860.500000,1876.469971,1875.987549,0
2005-05-18,1875.239990,1884.540039,1875.180054,1879.390015,1878.906860,0
2005-05-19,1889.829956,1896.579956,1886.949951,1893.089966,1892.603271,0
2005-05-20,1888.859985,1894.310059,1873.420044,1886.729980,1886.244995,0
2005-05-23,1882.079956,1886.699951,1878.250000,1883.479980,1882.995728,0
2005-05-24,1883.479980,1885.060059,1877.780029,1881.079956,1880.596436,0
2005-05-25,1882.239990,1882.239990,1861.390015,1869.500000,1869.019409,0
2005-05-26,1869.500000,1869.500000,1855.550049,1858.719971,1858.242188,0
2005-05-27,1866.729980,1875.410034,1865.319946,1875.410034,1874.927856,0
2005-05-30,1873.219971,1888.530029,1873.219971,1886.609985,1886.125000,0
2005-05-31,1889.030029,1934.099976,1889.030029,1929.380005,1928.884033,0
2005-06-01,1939.189941,1966.209961,1939.189941,1964.310059,1963.805054,0
2005-06-02,1972.869995,2010.560059,1972.869995,2010.560059,2010.043213,0
2005-06-03,2010.560059,2028.140015,2007.099976,2022.489990,2021.970093,0
2005-06-06,2020.689941,2051.040039,2017.369995,2051.040039,2050.512695,0
2005-06-07,2049.189941,2050.350098,1997.689941,2003.020020,2002.505127,0
2005-06-08,1998.369995,1999.400024,1942.599976,1953.280029,1952.777832,0
2005-06-09,1951.280029,1951.280029,1881.520020,1898.239990,1897.751953,0
2005-06-10,1908.709961,1944.839966,1908.709961,1937.180054,1936.682007,0
2005-06-14,1938.839966,1955.790039,1938.839966,1955.790039,1955.287231,0
2005-06-15,1956.060059,1994.359985,1956.060059,1992.439941,1991.927734,0
2005-06-16,1991.969971,1999.660034,1988.020020,1999.599976,1999.085938,0
2005-06-17,1999.599976,2020.800049,1999.599976,2011.170044,2010.653076,0
2005-06-20,2011.170044,2014.520020,1999.630005,2004.709961,2004.194580,0
2005-06-21,2002.750000,2002.750000,1950.979980,1954.089966,1953.587646,0
2005-06-22,1954.089966,1961.449951,1951.829956,1958.619995,1958.116455,0
2005-06-23,1960.150024,1960.989990,1943.489990,1955.219971,1954.717285,0
2005-06-24,1955.219971,1955.219971,1939.900024,1947.209961,1946.709351,0
2005-06-27,1947.209961,1965.189941,1943.280029,1963.500000,1962.995239,0
2005-06-28,1963.500000,1963.500000,1952.290039,1955.199951,1954.697266,0
2005-06-29,1955.199951,1956.250000,1945.119995,1945.119995,1944.619995,0
2005-06-30,1941.189941,1941.189941,1905.729980,1924.229980,1923.735352,0
2005-07-01,1924.229980,1924.229980,1895.180054,1895.250000,1894.762817,0
2005-07-04,1895.250000,1895.250000,1805.489990,1815.670044,1815.203247,0
2005-07-05,1820.869995,1831.489990,1810.910034,1817.020020,1816.552856,0
2005-07-06,1815.130005,1823.280029,1808.920044,1813.040039,1812.573975,0
2005-07-07,1816.910034,1851.619995,1816.910034,1847.319946,1846.845093,0
2005-07-08,1839.430054,1876.280029,1813.989990,1876.280029,1875.797729,0
2005-07-11,1867.000000,1867.000000,1837.219971,1852.780029,1852.303711,0
2005-07-12,1853.989990,1871.050049,1848.609985,1868.939941,1868.459473,0
2005-07-13,1865.369995,1865.369995,1849.380005,1854.040039,1853.563354,0
2005-07-14,1862.810059,1881.819946,1862.810059,1879.459961,1878.976807,0
2005-07-15,1888.099976,1899.989990,1885.280029,1897.079956,1896.592285,0
2005-07-18,1897.479980,1916.839966,1897.479980,1909.250000,1908.759155,0
2005-07-19,1912.219971,1913.770020,1888.609985,1889.550049,1889.064331,0
2005-07-20,1892.469971,1947.119995,1892.469971,1944.709961,1944.210083,0
2005-07-21,1947.239990,1964.300049,1947.239990,1960.760010,1960.255981,0
2005-07-22,1962.109985,1968.069946,1948.050049,1954.400024,1953.897583,0
2005-07-25,1954.400024,1954.400024,1954.400024,1954.400024,1953.897583,0
2005-07-26,1958.339966,1966.500000,1952.020020,1959.579956,1959.076172,0
2005-07-27,1959.579956,1974.540039,1959.579956,1974.540039,1974.032471,0
2005-07-28,1975.630005,2003.400024,1975.630005,1999.819946,1999.305786,0
2005-07-29,1999.819946,2007.469971,1993.800049,2000.250000,1999.735840,0
